,max_balance_drowdown,max_drawdown,returns_std,total_return,sharpe,downside_deviation,sortino,calmar_ratio,en_inU,en_outU,en_outD,en_inD,re_inU,re_outU,re_outD,re_inD,cc_inU,cc_outU,cc_outD,cc_inD,trades,positive_trades,positive_trading_days
1769,0.606,12.269,1.137,0.139,0.011,0.105,132.533,,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.91,1.15,1.09,1.03,0.97,16,43.75,4.167
1770,0.497,8.105,0.664,-0.45,-0.062,0.169,-265.797,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.09,1.03,0.91,0.85,15,46.667,5
1771,1.012,8.105,0.843,-0.879,-0.095,0.175,-502.486,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.09,0.97,0.91,0.85,14,35.714,4.167
1772,0.305,3.695,0.377,-0.305,-0.074,0.087,-350.695,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.09,0.91,0.85,12,41.667,3.333
1773,0.714,12.036,1.102,-0.695,-0.058,0.16,-433.909,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.03,0.97,0.91,0.85,18,38.889,5.833
1774,0.488,8.105,0.647,-0.488,-0.069,0.179,-272.296,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.03,0.91,0.85,12,41.667,3.333
1775,0.648,8.105,0.708,-0.648,-0.084,0.152,-425.165,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,0.97,0.91,0.85,12,33.333,3.333
1776,0.687,13.668,1.074,-0.64,-0.054,0.395,-162.261,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.09,1.03,0.97,0.85,12,41.667,2.5
1777,0.428,3.201,0.38,-0.428,-0.103,0.086,-499.946,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.09,1.03,0.85,10,30,2.5
1778,0.33,3.303,0.342,-0.33,-0.088,0.094,-350.741,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.09,0.97,0.85,10,40,2.5
1779,0.666,13.668,1.064,-0.666,-0.057,0.432,-154.254,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.03,0.97,0.85,10,40,1.667
1780,0.689,13.668,1.074,-0.643,-0.055,0.396,-162.479,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.09,1.03,0.97,0.91,13,46.154,2.5
1781,0.413,3.808,0.518,-0.247,-0.044,0.086,-288.951,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.09,1.03,0.91,11,36.364,3.333
1782,0.333,3.303,0.341,-0.333,-0.089,0.098,-340.429,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.09,0.97,0.91,11,45.455,2.5
1783,0.669,13.668,1.064,-0.669,-0.057,0.433,-154.354,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.03,0.97,0.91,11,45.455,1.667
1784,0.71,12.269,1.149,0.035,0.003,0.107,32.767,,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,1.15,1.09,1.03,0.97,16,43.75,4.167
1785,0.537,18.284,1.76,0.854,0.044,0.21,405.614,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.09,1.03,0.91,0.85,20,60,8.333
1786,0.595,18.461,1.819,0.438,0.022,0.209,209.456,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.09,0.97,0.91,0.85,19,52.632,6.667
1787,0.348,18.284,1.645,0.998,0.055,0.17,588.616,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.09,0.91,0.85,17,58.824,5.833
1788,0.595,18.461,1.948,0.63,0.03,0.19,331.659,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.03,0.97,0.91,0.85,23,52.174,8.333
1789,0.528,18.284,1.756,0.816,0.042,0.218,374.075,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.03,0.91,0.85,17,58.824,6.667
1790,0.625,18.284,1.756,0.674,0.035,0.202,333.901,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,0.97,0.91,0.85,17,52.941,5.833
1791,0.732,18.284,1.858,0.664,0.033,0.306,217.068,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.09,1.03,0.97,0.85,17,58.824,6.667
1792,0.457,18.284,1.65,0.894,0.049,0.154,579.605,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.09,1.03,0.85,15,53.333,4.167
1793,0.378,18.284,1.641,0.973,0.054,0.179,542.473,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.09,0.97,0.85,15,60,5
1794,0.712,18.284,1.854,0.637,0.031,0.319,199.88,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.03,0.97,0.85,15,60,5.833
1795,0.732,18.284,1.858,0.661,0.032,0.306,216.28,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.09,1.03,0.97,0.91,18,61.111,7.5
1796,0.457,18.284,1.751,1.075,0.056,0.154,696.551,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.09,1.03,0.91,16,56.25,4.167
1797,0.378,18.284,1.641,0.971,0.054,0.179,541.129,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.09,0.97,0.91,16,62.5,5.833
1798,0.712,18.284,1.854,0.635,0.031,0.319,199.124,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.03,0.97,0.91,16,62.5,6.667
1799,0.612,30.554,2.574,1.355,0.048,0.279,484.982,,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,1.15,1.09,1.03,0.97,21,57.143,3.333
1800,0.488,9.558,0.759,-0.424,-0.051,0.257,-164.729,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,19,52.632,4.167
1801,0.967,9.558,0.891,-0.834,-0.086,0.227,-367.608,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,18,44.444,4.167
1802,0.299,2.47,0.27,-0.279,-0.094,0.042,-670.626,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,16,50,4.167
1803,0.669,12.036,1.138,-0.65,-0.052,0.203,-319.796,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,22,45.455,5.833
1804,0.479,9.558,0.741,-0.461,-0.057,0.261,-176.804,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,16,50,4.167
1805,0.612,9.558,0.762,-0.603,-0.072,0.215,-280.762,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,16,43.75,4.167
1806,0.683,11.199,0.88,-0.614,-0.064,0.299,-204.974,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,16,50,4.167
1807,0.408,1.857,0.244,-0.383,-0.143,0.051,-753.131,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,14,42.857,4.167
1808,0.329,1.857,0.204,-0.304,-0.136,0.05,-608.058,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,14,50,4.167
1809,0.663,11.199,0.865,-0.64,-0.067,0.302,-211.892,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,14,50,4.167
1810,0.683,11.199,0.88,-0.616,-0.064,0.299,-205.779,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.91,17,52.941,5
1811,0.408,3.808,0.426,-0.202,-0.043,0.051,-397.946,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.91,15,46.667,5
1812,0.329,1.857,0.204,-0.306,-0.137,0.05,-612.883,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.91,15,53.333,5
1813,0.663,11.199,0.866,-0.642,-0.068,0.302,-212.691,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.91,15,53.333,5
1814,0.719,12.269,1.11,0.08,0.007,0.108,74.456,,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.97,20,50,5.833
1815,0.797,9.558,0.924,-0.755,-0.075,0.23,-328.219,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.09,1.03,0.91,0.85,18,50,5
1816,1.288,12.775,1.196,-1.165,-0.089,0.351,-332.084,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.09,0.97,0.91,0.85,17,41.176,2.5
1817,0.652,6.719,0.577,-0.61,-0.096,0.157,-388.906,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.09,0.91,0.85,15,46.667,4.167
1818,1,17.197,1.392,-0.981,-0.064,0.31,-316.097,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.03,0.97,0.91,0.85,21,42.857,4.167
1819,0.835,9.558,0.918,-0.792,-0.079,0.231,-342.688,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.03,0.91,0.85,15,46.667,4.167
1820,0.976,9.558,0.878,-0.934,-0.097,0.228,-408.736,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,0.97,0.91,0.85,15,40,2.5
1821,0.987,11.199,1.021,-0.945,-0.084,0.268,-353.028,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.09,1.03,0.97,0.85,15,46.667,5
1822,0.756,6.015,0.566,-0.714,-0.115,0.155,-459.369,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.09,1.03,0.85,13,38.462,4.167
1823,0.677,6.015,0.548,-0.635,-0.106,0.173,-367.779,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.09,0.97,0.85,13,46.154,4.167
1824,1.013,11.199,1.017,-0.971,-0.087,0.275,-352.885,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.03,0.97,0.85,13,46.154,4.167
1825,0.99,11.199,1.022,-0.947,-0.085,0.268,-353.928,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.09,1.03,0.97,0.91,16,50,5.833
1826,0.576,8.968,0.668,-0.533,-0.073,0.155,-343.225,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.09,1.03,0.91,14,42.857,5
1827,0.68,6.015,0.548,-0.637,-0.106,0.173,-369.176,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.09,0.97,0.91,14,50,5
1828,1.016,11.199,1.018,-0.973,-0.087,0.275,-353.761,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.03,0.97,0.91,14,50,5
1829,0.763,13.687,1.225,-0.248,-0.018,0.141,-175.845,,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,1.15,1.09,1.03,0.97,19,47.368,5.833
1830,0.429,6.927,0.63,-0.333,-0.048,0.2,-166.467,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.09,1.03,0.91,0.85,16,50,4.167
1831,0.876,6.927,0.769,-0.743,-0.088,0.201,-369.681,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.09,0.97,0.91,0.85,15,40,3.333
1832,0.222,1.559,0.217,-0.169,-0.071,0.007,-2300.769,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,0.91,0.85,13,46.154,1.667
1833,0.581,12.036,1.045,-0.562,-0.049,0.176,-318.746,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.03,0.97,0.91,0.85,19,42.105,5
1834,0.402,6.927,0.62,-0.351,-0.052,0.212,-165.519,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.91,0.85,13,46.154,2.5
1835,0.517,6.927,0.616,-0.512,-0.076,0.181,-282.517,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,0.97,0.91,0.85,13,38.462,2.5
1836,0.624,10.021,0.855,-0.523,-0.056,0.334,-156.538,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.09,1.03,0.97,0.85,13,46.154,3.333
1837,0.349,1.282,0.185,-0.291,-0.144,0.046,-634.105,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.85,11,36.364,1.667
1838,0.252,0.798,0.126,-0.194,-0.141,0.034,-574.74,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,0.97,0.85,11,45.455,1.667
1839,0.585,10.021,0.848,-0.53,-0.057,0.367,-144.439,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.97,0.85,11,45.455,2.5
1840,0.624,10.021,0.855,-0.525,-0.056,0.334,-157.26,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.09,1.03,0.97,0.91,14,50,4.167
1841,0.349,3.808,0.395,-0.111,-0.026,0.046,-241.579,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.91,12,41.667,2.5
1842,0.252,0.798,0.127,-0.197,-0.142,0.034,-581.868,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,0.97,0.91,12,50,2.5
1843,0.585,10.021,0.848,-0.533,-0.057,0.367,-145.096,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.97,0.91,12,50,3.333
1844,0.618,12.269,1.108,0.171,0.014,0.113,151.437,,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.97,17,47.059,4.167
1845,1.446,11.112,1.264,-1.446,-0.104,0.271,-533.648,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.91,0.85,22,45.455,5.833
1846,1.857,12.775,1.47,-1.857,-0.115,0.341,-543.741,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.09,0.97,0.91,0.85,21,38.095,3.333
1847,1.301,10.188,1.041,-1.301,-0.114,0.257,-506.531,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.91,0.85,19,42.105,5
1848,1.669,12.775,1.374,-1.669,-0.111,0.316,-527.294,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,25,40,3.333
1849,1.483,11.112,1.259,-1.483,-0.108,0.271,-547.291,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,19,42.105,5
1850,1.625,11.068,1.229,-1.625,-0.121,0.27,-601.024,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,19,36.842,3.333
1851,1.636,11.199,1.335,-1.636,-0.112,0.292,-561.33,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,19,42.105,5.833
1852,1.405,9.484,1.032,-1.405,-0.124,0.252,-558.251,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,17,35.294,5
1853,1.326,9.484,1.024,-1.326,-0.118,0.266,-499.397,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,17,41.176,5
1854,1.662,11.199,1.331,-1.662,-0.114,0.295,-564.173,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,17,41.176,5
1855,1.639,11.199,1.335,-1.639,-0.112,0.292,-562.157,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,20,45,6.667
1856,1.225,12.437,1.095,-1.225,-0.102,0.252,-486.566,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,18,38.889,5.833
1857,1.329,9.484,1.024,-1.329,-0.118,0.266,-500.305,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,18,44.444,5.833
1858,1.664,11.199,1.331,-1.664,-0.114,0.295,-564.992,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,18,44.444,5.833
1859,1.078,14.232,1.504,-0.958,-0.058,0.219,-438.453,,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.97,23,43.478,6.667
1860,0.442,9.558,0.746,-0.388,-0.047,0.259,-149.996,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.91,0.85,16,50,4.167
1861,0.931,9.558,0.887,-0.798,-0.082,0.23,-346.48,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.09,0.97,0.91,0.85,15,40,3.333
1862,0.235,2.47,0.263,-0.225,-0.078,0.027,-820.095,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.91,0.85,13,46.154,2.5
1863,0.634,12.036,1.136,-0.615,-0.049,0.204,-301.004,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.03,0.97,0.91,0.85,19,42.105,5
1864,0.415,9.558,0.738,-0.407,-0.05,0.279,-145.88,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.91,0.85,13,46.154,2.5
1865,0.567,9.558,0.759,-0.567,-0.068,0.222,-254.893,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,0.97,0.91,0.85,13,38.462,2.5
1866,0.637,11.199,0.869,-0.578,-0.061,0.3,-192.384,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.97,0.85,13,46.154,3.333
1867,0.362,1.857,0.236,-0.347,-0.134,0.047,-742.018,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.85,11,36.364,2.5
1868,0.265,1.857,0.194,-0.25,-0.118,0.05,-504.487,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.97,0.85,11,45.455,2.5
1869,0.599,11.199,0.863,-0.586,-0.062,0.323,-181.336,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.97,0.85,11,45.455,2.5
1870,0.637,11.199,0.869,-0.58,-0.061,0.3,-193.187,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.97,0.91,14,50,4.167
1871,0.362,3.808,0.422,-0.166,-0.036,0.047,-355.991,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.91,12,41.667,3.333
1872,0.265,1.857,0.194,-0.252,-0.119,0.05,-509.357,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.97,0.91,12,50,3.333
1873,0.599,11.199,0.863,-0.588,-0.062,0.323,-182.082,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.97,0.91,12,50,3.333
1874,0.674,12.269,1.109,0.116,0.01,0.107,108.55,,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.97,17,47.059,4.167
1875,0.512,9.558,0.796,-0.466,-0.053,0.226,-206.54,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.91,0.85,16,50,5
1876,1.009,9.558,0.876,-0.877,-0.091,0.232,-378.645,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.09,0.97,0.91,0.85,15,40,2.5
1877,0.321,3.768,0.335,-0.321,-0.088,0.05,-646.959,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.91,0.85,13,46.154,3.333
1878,0.712,12.036,1.128,-0.693,-0.056,0.205,-337.77,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.03,0.97,0.91,0.85,19,42.105,4.167
1879,0.503,9.558,0.79,-0.503,-0.058,0.235,-214.067,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.91,0.85,13,46.154,3.333
1880,0.645,9.558,0.746,-0.645,-0.079,0.223,-289.08,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,0.97,0.91,0.85,13,38.462,1.667
1881,0.702,11.199,0.91,-0.656,-0.066,0.27,-242.82,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.97,0.85,13,46.154,4.167
1882,0.425,3.065,0.318,-0.425,-0.122,0.069,-613.837,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.85,11,36.364,3.333
1883,0.346,3.065,0.284,-0.346,-0.111,0.078,-442.013,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.97,0.85,11,45.455,3.333
1884,0.682,11.199,0.905,-0.682,-0.069,0.285,-239.634,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.97,0.85,11,45.455,3.333
1885,0.705,11.199,0.91,-0.659,-0.066,0.27,-243.712,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.97,0.91,14,50,5
1886,0.425,3.808,0.474,-0.245,-0.047,0.069,-353.253,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.91,12,41.667,4.167
1887,0.349,3.065,0.284,-0.349,-0.112,0.078,-445.091,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.97,0.91,12,50,4.167
1888,0.684,11.199,0.906,-0.684,-0.069,0.285,-240.481,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.97,0.91,12,50,4.167
1889,0.752,12.269,1.13,0.038,0.003,0.105,35.848,,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.97,17,47.059,5
1890,0.558,8.105,0.664,-0.481,-0.066,0.181,-266.554,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.91,0.85,16,50,4.167
1891,1.024,8.105,0.845,-0.892,-0.096,0.176,-505.678,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.09,0.97,0.91,0.85,15,40,4.167
1892,0.369,3.695,0.371,-0.336,-0.083,0.095,-355.283,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,13,46.154,3.333
1893,0.727,12.036,1.104,-0.708,-0.059,0.161,-438.49,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,19,42.105,5.833
1894,0.549,8.105,0.643,-0.518,-0.074,0.184,-281.793,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,13,46.154,3.333
1895,0.67,8.105,0.711,-0.66,-0.085,0.154,-428.664,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,13,38.462,3.333
1896,0.753,13.668,1.074,-0.671,-0.057,0.433,-154.983,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,13,46.154,1.667
1897,0.478,3.201,0.361,-0.44,-0.111,0.087,-506,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,11,36.364,2.5
1898,0.399,3.201,0.336,-0.361,-0.098,0.105,-344.631,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,11,45.455,2.5
1899,0.733,13.668,1.062,-0.697,-0.06,0.436,-159.889,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,11,45.455,1.667
1900,0.753,13.668,1.074,-0.674,-0.057,0.433,-155.54,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,14,50,2.5
1901,0.478,3.808,0.504,-0.26,-0.047,0.087,-298.571,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,12,41.667,3.333
1902,0.399,3.201,0.336,-0.364,-0.099,0.105,-346.93,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.91,12,50,3.333
1903,0.733,13.668,1.062,-0.7,-0.06,0.436,-160.442,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.91,12,50,2.5
1904,0.773,12.269,1.143,0.026,0.002,0.11,23.594,,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.97,17,47.059,4.167
1905,0.482,6.927,0.668,-0.372,-0.051,0.197,-189.087,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.91,0.85,14,50,5
1906,0.915,6.927,0.803,-0.783,-0.089,0.19,-411.652,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.09,0.97,0.91,0.85,13,38.462,4.167
1907,0.292,1.716,0.202,-0.227,-0.102,0.035,-653.732,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.91,0.85,11,45.455,1.667
1908,0.618,12.036,1.072,-0.599,-0.051,0.17,-352.729,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.03,0.97,0.91,0.85,17,41.176,5.833
1909,0.472,6.927,0.662,-0.409,-0.056,0.201,-204.05,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.91,0.85,11,45.455,3.333
1910,0.569,6.927,0.659,-0.551,-0.076,0.175,-315.36,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,0.97,0.91,0.85,11,36.364,3.333
1911,0.676,10.021,0.887,-0.562,-0.058,0.345,-163.123,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.97,0.85,11,45.455,3.333
1912,0.401,1.61,0.196,-0.331,-0.154,0.04,-834.552,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.85,9,33.333,0
1913,0.322,1.295,0.15,-0.252,-0.154,0.032,-785.475,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.85,9,44.444,0.833
1914,0.656,10.021,0.882,-0.588,-0.061,0.359,-163.852,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.85,9,44.444,2.5
1915,0.676,10.021,0.887,-0.565,-0.058,0.345,-163.823,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.97,0.91,12,50,4.167
1916,0.401,3.808,0.402,-0.151,-0.034,0.04,-379.698,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.91,10,40,0.833
1917,0.322,1.295,0.15,-0.255,-0.155,0.032,-792.982,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.91,10,50,1.667
1918,0.656,10.021,0.883,-0.59,-0.061,0.359,-164.524,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,10,50,3.333
1919,0.658,12.269,1.132,0.132,0.011,0.093,141.418,,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,15,46.667,3.333
