Date,temperature_max,temperature_min,temperature_mean,gale,wet_temperature_mean,dew_point_mean,humidity_mean,humidity_max,wind_speed_mean,rainfall
31/03/2016,19.7,12.3,17.16,0,13.96,13.96,68.6,79,5.4,0
01/04/2016,22,12,18.66,0,14.88,14.88,65,78,4.3,0
02/04/2016,23.1,16.9,20.62,0,15.46,15.46,54.6,71,3.9,0
03/04/2016,22.6,15.6,19.5,0,16,16,67.2,78,3,0
04/04/2016,22.3,14.9,19.36,0,16.84,16.84,76.6,86,3,0
05/04/2016,22.7,15.1,19.16,0,17.5,17.5,84,91,4.5,0
06/04/2016,22.9,16.6,20.04,0,17.56,17.56,77.4,79,2.9,0
07/04/2016,22.4,16.1,19.14,0,17.18,17.18,81.6,92,2.8,0
08/04/2016,26.6,15.7,21.2,0,16,16,55.4,64,2.8,0
09/04/2016,36.3,22.6,28.8,0,18.06,18.06,32.4,54,2,0
10/04/2016,28.7,19.8,22.18,0,18.46,18.46,68.2,72,4.7,0
11/04/2016,22.2,17.7,20.22,0,18.18,18.18,81.2,87,3.3,0
12/04/2016,20.6,15.7,18.64,0,15.74,15.74,72.4,75,5,0
13/04/2016,20.9,15.6,18.66,0,15.66,15.66,71.8,83,3.2,1.6
14/04/2016,22,15.5,19.6,0,16.74,16.74,73.6,90,3.7,0
15/04/2016,22.8,15.8,20.46,0,16.74,16.74,66.8,77,2.7,0
16/04/2016,24.6,16.1,20.9,0,17,17,66,79,2.8,0
17/04/2016,24.6,16.7,21,0,16.88,16.88,64.2,73,2.5,0
18/04/2016,23,15.2,20.02,0,17.18,17.18,74,80,3.9,0
19/04/2016,27.2,18.5,22.08,0,19.04,19.04,73.8,85,3.6,0
20/04/2016,27.2,19.2,23.24,0,19.48,19.48,68.8,77,2.5,0
21/04/2016,28.1,19.1,23.28,0,19.62,19.62,70.2,85,2.9,0
22/04/2016,24.9,18.4,22,0,18.44,18.44,69,76,2.7,0
23/04/2016,23.6,17.6,21.14,0,19.04,19.04,81.2,85,4,0
24/04/2016,24.1,17,21.66,0,18,18,68.6,81,3.5,0
25/04/2016,30.9,21.2,24.2,0,20.04,20.04,67.8,80,3.6,0
26/04/2016,37.8,20,27.44,0,19.04,19.04,42,61,2.4,0
27/04/2016,26.8,20.2,22.14,0,18.58,18.58,69.4,85,4.7,0
28/04/2016,22.9,19.4,21.28,0,16.16,16.16,56,62,3.7,0
29/04/2016,23.3,18.2,20.92,0,17.06,17.06,65.6,74,3.3,0
30/04/2016,24.7,16,21.4,0,17.86,17.86,69.4,79,3.7,0
01/05/2016,29.6,19.7,23.58,0,19.34,19.34,65.2,75,4.6,0
02/05/2016,24.3,20,22.38,0,19.6,19.6,76,81,4.2,0
03/05/2016,26.2,20.4,23.72,0,19.18,19.18,63.6,75,5,0
04/05/2016,26.1,20.5,21.94,0,17.9,17.9,65.4,80,5.3,0
05/05/2016,24.5,18.5,21.92,0,17.02,17.02,58.8,71,3.8,0
06/05/2016,23.5,18.9,21.64,0,17.28,17.28,62.4,68,5.7,0
07/05/2016,23.1,19,21.34,0,16.86,16.86,61.4,69,3.9,0
08/05/2016,23.1,17.1,20.68,0,16.5,16.5,63.4,74,4,0
09/05/2016,23.7,16.5,20.9,0,17,17,66,74,4.6,0
10/05/2016,22.6,19.2,21.18,0,18.68,18.68,77.8,85,3.7,0
11/05/2016,23.7,18.3,21.72,0,18.46,18.46,72,85,3.9,0
12/05/2016,24.1,16.6,21.54,0,18.36,18.36,72.2,77,3.6,0
13/05/2016,26.4,18,22.82,0,18.64,18.64,65.4,74,3,0
14/05/2016,30.9,23.3,27.18,0,20.44,20.44,52,71,3.8,0
15/05/2016,32.2,24.9,28.44,0,21.16,21.16,50.2,68,5.9,0
16/05/2016,33,23.8,25.82,0,22.48,22.48,73.6,79,3.3,0
17/05/2016,25.9,22.4,24.38,0,21.44,21.44,76,88,3.8,0
18/05/2016,24.3,21.3,22.64,0,18.66,18.66,66.4,76,4.8,0
19/05/2016,24.5,19.7,22.6,0,18.14,18.14,62.4,67,3.9,0
20/05/2016,24.9,18.1,22.22,0,17.86,17.86,63.4,70,4,0
21/05/2016,24.7,17.9,22.28,0,18.14,18.14,65.4,73,4,0
22/05/2016,30.6,19.3,25,0,19.32,19.32,56.6,66,2.1,0
23/05/2016,24.7,21.5,23.28,0,19.04,19.04,65,69,6.9,1.4
24/05/2016,24.2,20.3,22.7,0,18.82,18.82,67.2,69,7.8,0
25/05/2016,24.5,21,23.16,0,18.6,18.6,62.4,71,3.9,0
26/05/2016,30.4,20.4,25.38,0,18.78,18.78,51.2,77,3.6,0
27/05/2016,25.1,20.4,23.24,0,18.76,18.76,63.4,67,5.2,0
28/05/2016,24.8,21.3,23.38,0,19.3,19.3,66.2,70,7.2,0
29/05/2016,24.4,19.9,22.76,0,18.56,18.56,65.2,74,3.5,0
30/05/2016,25,19.1,22.86,0,19.42,19.42,71,78,4.1,0
31/05/2016,25.9,19.3,23.7,0,20.08,20.08,70.4,79,3.7,0
01/06/2016,28.5,21,25.78,0,20.64,20.64,61.4,74,3.2,0
02/06/2016,28,20.8,25.36,0,19.76,19.76,57,73,3,0
03/06/2016,30.5,22.1,26.48,0,20.8,20.8,57.8,63,3.4,0
04/06/2016,34.2,25.6,28.92,0,21.24,21.24,48.2,63,3.1,0
05/06/2016,28.9,24.7,26.54,0,22.34,22.34,68.2,80,3.9,0
06/06/2016,27,22.4,25.32,0,21.8,21.8,72.2,82,3.5,0
07/06/2016,0,21.6,24.93333333,0,19.36666667,19.36666667,56.33333333,66,2.833333333,0
08/06/2016,27.9,24.1,26,0,21.14,21.14,63.2,76,5.5,0
09/06/2016,27.4,22.6,25.14,0,21.3,21.3,69.6,81,4.5,0
10/06/2016,26.2,22,24.3,0,19.72,19.72,63.6,70,4.1,0
11/06/2016,26,20.8,23.98,0,18.86,18.86,59.4,67,3.5,0
12/06/2016,26.4,20.6,23.98,0,19.96,19.96,67,72,4.1,0
13/06/2016,27.6,22.1,25.52,0,22.12,22.12,73.2,80,4,0
14/06/2016,28.5,23.6,26.02,0,23.2,23.2,77.8,83,3.7,0
15/06/2016,31.9,23.7,27.32,0,21.76,21.76,60.2,74,3.1,0
16/06/2016,27.4,23.6,25.8,0,22,22,70.4,76,4.2,0
17/06/2016,27.5,23,25.42,0,22.42,22.42,76.2,83,4,0
18/06/2016,28.6,22.8,26.18,0,23.44,23.44,78.6,89,3.6,0
19/06/2016,29.5,23.5,26.68,0,23.48,23.48,75.6,81,3.3,0
20/06/2016,29.5,23.5,27.18,0,24.4,24.4,79,92,3.3,0
21/06/2016,29.4,23.8,27.3,0,24.32,24.32,76.8,81,3.4,0
22/06/2016,29.3,23.9,27.42,0,24.46,24.46,77,80,3.8,0
23/06/2016,29.2,24.7,27.54,0,24.56,24.56,77.4,82,3.3,0
24/06/2016,29.1,24.4,27.42,0,24.72,24.72,79.2,85,3.6,0
25/06/2016,29.7,23.6,27.3,0,24.72,24.72,80.4,90,3.1,0
26/06/2016,30.1,25.6,28.04,0,25.26,25.26,79,89,3.5,0
27/06/2016,29.8,25.9,28.08,0,24.86,24.86,75.8,83,4.3,0
28/06/2016,29.7,25.6,28.02,0,23.58,23.58,67.4,71,4.4,0
29/06/2016,29.6,26,28.18,0,24.6,24.6,73.6,79,3.7,0
30/06/2016,29.7,25,27.92,0,24.62,24.62,75.4,86,3.6,0
01/07/2016,29.2,24.9,27.74,0,23.74,23.74,70.6,81,3.6,0
02/07/2016,29.4,24.5,27.54,0,23.72,23.72,71.4,78,3.4,11.4
03/07/2016,29.9,25.1,27.92,0,24.44,24.44,74.2,84,3.8,0
04/07/2016,30.2,25.2,28.18,0,24.22,24.22,71,81,4.3,0
05/07/2016,29.8,25.6,28.14,0,24.12,24.12,70.8,79,4.3,0
06/07/2016,30.5,24.9,28.14,0,24.58,24.58,73.4,81,4,0
07/07/2016,30.5,25.1,28.4,0,24.88,24.88,73.8,76,4.1,0
08/07/2016,30.1,25.4,28.1,0,23.72,23.72,68,81,3.8,0
09/07/2016,29.9,24,27.6,0,23.2,23.2,67.2,71,3.6,0
10/07/2016,30,24.9,28.1,0,24.72,24.72,74.6,80,3.5,0
11/07/2016,30.5,25.5,28.26,0,24.96,24.96,75.4,86,3.6,0
12/07/2016,30.5,25.3,28.32,0,24.98,24.98,75,79,3.7,0
13/07/2016,30.6,24.9,28.58,0,25.2,25.2,75,85,3.5,0
14/07/2016,30.3,25.3,28.28,0,24.84,24.84,74.2,81,4.3,0
15/07/2016,30.4,25.2,28.36,0,24.52,24.52,72,82,3.8,0
16/07/2016,30.3,24.1,27.84,0,23.88,23.88,70.6,72,3.6,0
17/07/2016,30,25.6,28.24,0,24.5,24.5,72.6,82,3.6,0
18/07/2016,29.9,26.9,28.48,0,23.92,23.92,66.8,72,4.1,0
19/07/2016,29.6,25.5,28.04,0,22.72,22.72,61.4,65,3.5,0
20/07/2016,30.6,25,28.36,0,23.4,23.4,64.2,69,3.7,0
21/07/2016,30.7,26,28.64,0,23.78,23.78,65.4,74,3.7,0
22/07/2016,31.3,25.2,28.64,0,23.6,23.6,63.8,69,2.7,0
23/07/2016,29.8,24.4,27.84,0,22.84,22.84,63.2,70,3.4,0
24/07/2016,30.2,25.1,28.1,0,23.58,23.58,66.8,72,3.7,0
25/07/2016,31.1,25.9,28.68,0,25.04,25.04,73.4,82,3.8,0
26/07/2016,30.8,25.4,28.66,0,25.06,25.06,73.8,84,3.5,0
27/07/2016,30.6,24.7,27.75,0,24.325,24.325,74.5,83,3.25,0
28/07/2016,30.2,25.9,28.44,0,24.24,24.24,69.4,79,3.4,0
29/07/2016,30.6,24.1,28.14,0,24.1,24.1,70.4,78,3.7,0
30/07/2016,30.8,26.8,29.1,0,25.18,25.18,71.6,77,3.7,0
31/07/2016,31,26.3,28.92,0,25.1,25.1,72.2,81,3.9,0
01/08/2016,31.2,26.3,29.1,0,25.2,25.2,71.8,81,3.9,0
02/08/2016,31.6,27.1,29.64,0,25.9,25.9,73,79,3.1,2.5
03/08/2016,30.9,26.1,28.96,0,25.18,25.18,72.4,81,3.1,0
04/08/2016,30.4,26.4,28.8,0,24.4,24.4,68.2,77,3.6,0
05/08/2016,31.5,25.3,28.6,0,24.68,24.68,71.4,80,3.9,0
06/08/2016,30.6,26.2,28.76,0,24.42,24.42,68.6,76,3.6,0
07/08/2016,31.1,25.2,28.82,0,24.48,24.48,68.6,78,3.3,0
08/08/2016,30.7,28,29.52,0,25.5,25.5,71,78,4.6,0
09/08/2016,30.4,26.3,28.84,0,24.94,24.94,71.6,79,3.2,0
10/08/2016,31.1,26.7,29.2,0,25.26,25.26,71.6,80,3.4,0
11/08/2016,30.8,27.1,29.34,0,24.42,24.42,65,71,3.8,0
12/08/2016,30.7,25.4,28.9,0,23.74,23.74,63.4,70,3.5,2
13/08/2016,31,25.2,28.42,0,23.38,23.38,63.6,72,3.2,0
14/08/2016,31.7,26.2,28.92,0,24.9,24.9,70.6,75,3.6,0
15/08/2016,30.5,27.5,28.86,0,24.46,24.46,68.4,74,4.1,0
16/08/2016,30.5,27.1,28.64,0,22.9,22.9,59.2,63,3.7,0
17/08/2016,30.3,25.5,28.14,0,23.06,23.06,63.4,72,4.2,0
18/08/2016,30.4,26.1,28.66,0,24.18,24.18,67.6,69,4.1,0
19/08/2016,30.4,25.9,28.66,0,24.62,24.62,70.8,80,3.6,0
20/08/2016,31,25.6,28.54,0,24.46,24.46,70.4,79,3.7,0
21/08/2016,30.8,26,28.7,0,24.52,24.52,69.6,75,3.5,0
22/08/2016,31.4,26.2,29.12,0,24.3,24.3,66,74,3,0
23/08/2016,31.3,26.6,29,0,24.3,24.3,66.4,74,2.9,0
24/08/2016,31.3,27.4,29.56,0,24.54,24.54,65,73,3,0
25/08/2016,31.1,27.3,29.08,0,24.76,24.76,69,73,3.9,0
26/08/2016,31.4,26,28.76,0,24.4,24.4,68.6,75,3.4,0
27/08/2016,31.6,26.8,29.2,0,24.14,24.14,64,69,3.8,0
28/08/2016,31.4,26.5,29.06,0,23.88,23.88,63,67,4,0
29/08/2016,29.9,26.6,28.42,0,23.86,23.86,66.6,70,3.6,0
30/08/2016,30.4,27.2,28.38,0,23.9,23.9,67.2,73,4.6,0
31/08/2016,31,26.8,28.82,0,23.7,23.7,63.4,68,3.3,0
01/09/2016,31.2,25.5,28.7,0,23,23,59.8,69,2.9,0
02/09/2016,29.7,23.7,27.54,0,21.86,21.86,58.8,69,3.7,0
03/09/2016,30.2,25.4,27.9,0,23.32,23.32,66.4,72,3.9,0
04/09/2016,30.3,24.4,27.92,0,22.42,22.42,60.6,72,3.1,0
05/09/2016,30.3,24.1,27.78,0,23.06,23.06,65.4,74,3.3,0
06/09/2016,30.1,24,27.72,0,22.66,22.66,63,71,3.4,0
07/09/2016,30.3,25,28.08,0,22.98,22.98,63,69,3.9,0
08/09/2016,30,26.5,27.92,0,23.3,23.3,65.8,69,4.1,0
09/09/2016,30.4,24.2,27.58,0,23.58,23.58,70.2,77,3.2,0
10/09/2016,31,23.2,27.76,0,23.92,23.92,71.6,81,3,0
11/09/2016,31.1,23.3,28.04,0,24.28,24.28,72,79,3.1,0
12/09/2016,31.2,25.3,28.56,0,24.26,24.26,69.2,79,3.1,0
13/09/2016,30.9,25.5,28.4,0,22.96,22.96,61.2,71,3.2,0
14/09/2016,30.5,25.7,28.3,0,22.88,22.88,61.2,69,3.1,0
15/09/2016,30.4,24.1,28.02,0,23.16,23.16,64.8,72,3.4,0
16/09/2016,29.6,25.9,27.88,0,22.42,22.42,60.6,65,3.3,0
17/09/2016,30.2,23.5,27.32,0,22.6,22.6,65,72,3.4,0
18/09/2016,30.6,23.9,27.88,0,23.32,23.32,66.8,78,3.7,0
19/09/2016,30.1,22.9,27.28,0,22.3,22.3,63.2,71,3.5,0
20/09/2016,29.8,22.4,26.86,0,23.06,23.06,70.8,79,3.9,0
21/09/2016,31.1,23.6,27.68,0,24.36,24.36,74.6,78,3.2,0
22/09/2016,29.7,25.5,28.3,0,23.52,23.52,65.4,77,4.2,0
23/09/2016,29.6,24.8,27.54,0,22.42,22.42,62.6,70,3.4,0
24/09/2016,29.4,23.6,27.02,0,21.36,21.36,58.6,69,5,0
25/09/2016,28.5,22.6,26.36,0,19.9,19.9,52.6,60,5.7,0
26/09/2016,29.2,23.6,26.76,0,19.9,19.9,50.2,56,3.6,0
27/09/2016,29.2,22,26.12,0,19.68,19.68,52.2,59,3.5,0
28/09/2016,28.9,22.4,26.06,0,20.54,20.54,58.2,63,3.3,0
29/09/2016,27.4,22.1,25.74,0,21.18,21.18,64.8,72,4.7,0
30/09/2016,28.9,21.6,25.72,0,20.24,20.24,58.6,70,3.9,0
01/10/2016,29.2,20.6,25.88,0,21.22,21.22,64.4,72,5.4,0
02/10/2016,32.6,22.2,27.76,0,20.82,20.82,51,71,3.3,2
03/10/2016,30.6,22.2,27.56,0,21.86,21.86,58.2,75,2.9,0
04/10/2016,29.3,22.7,26.6,0,21.98,21.98,64.6,70,3.2,0
05/10/2016,28.6,21.8,25.84,0,21.58,21.58,67.6,79,2.9,0
06/10/2016,28.7,21.6,25.38,0,21.52,21.52,69.6,78,3.9,0
07/10/2016,28.6,21.6,25.46,0,20.68,20.68,63.4,77,3.6,0
08/10/2016,29.2,21.9,25.66,0,20.34,20.34,59.6,72,3.4,0
09/10/2016,28.4,21.9,25.48,0,21.36,21.36,67.6,73,2.6,0
10/10/2016,28.6,21.9,25.78,0,21.7,21.7,68.6,81,3.5,0
11/10/2016,28.5,21.9,25.58,0,20.82,20.82,63.4,73,3.2,0
12/10/2016,26.9,20.7,24.6,0,21.16,21.16,72,77,4.2,0
13/10/2016,30.1,20.1,25.58,0,21.64,21.64,69.2,80,3.6,0
14/10/2016,30.1,21.2,26.2,0,20.82,20.82,60,78,4.4,0
15/10/2016,28.7,21.2,25.12,0,21.6,21.6,72,81,3.9,0
16/10/2016,28.4,20.6,24.98,0,20.46,20.46,64.8,78,4.5,0
17/10/2016,26.8,20.1,24.44,0,19.88,19.88,63.2,67,3.8,0
18/10/2016,27.6,20.3,24.56,0,19.96,19.96,64,73,3,0
19/10/2016,27.7,22.5,25.32,0,19.86,19.86,58.6,72,2.6,0
20/10/2016,26.9,19.7,23.6,0,19.14,19.14,63.8,71,4.2,0
21/10/2016,25.7,20.1,23.9,0,19.66,19.66,66,72,4.5,0
22/10/2016,26.1,20.2,23.92,0,19.1,19.1,61.8,75,3.3,0
23/10/2016,26.9,19.4,23.8,0,19.06,19.06,62,68,3.3,0
24/10/2016,27.4,19.5,24.04,0,19.86,19.86,66.4,73,3.1,0
25/10/2016,27.7,20.7,24.42,0,20.58,20.58,69.4,78,4.2,0
26/10/2016,26.4,19.8,24,0,19.82,19.82,66.4,76,4.2,0
27/10/2016,28.9,19.7,24.9,0,19.72,19.72,60.2,76,2.4,0.6
28/10/2016,29.3,22.2,25.72,0,20.16,20.16,57.6,65,2.3,0
29/10/2016,27.8,20.5,24.48,0,20.78,20.78,70,74,3.7,0
30/10/2016,27.8,20.3,24.46,0,20.92,20.92,71.4,80,3.1,0
31/10/2016,27.2,20.3,24.4,0,20.62,20.62,69.8,82,3.4,0
01/11/2016,25.1,20.2,22.94,0,19.56,19.56,71.4,79,7.6,0.3
02/11/2016,25.1,20.5,22.22,0,16.24,16.24,50.6,58,5.9,0
03/11/2016,26.8,17.7,22.8,0,15.14,15.14,40,45,3.5,0
04/11/2016,25.4,17.6,21.48,0,16.7,16.7,59,62,3.5,0
05/11/2016,25.4,17.9,21.68,0,17.1,17.1,61.2,71,3.3,0
06/11/2016,25.2,17.3,21.86,0,17.02,17.02,59.4,68,2.4,0
07/11/2016,24,16.7,21.06,0,16.3,16.3,59.8,73,3.7,0
08/11/2016,25.4,15.4,21.18,0,15.96,15.96,55.8,67,2.8,0
09/11/2016,27,15.6,22.2,0,15.9,15.9,48,55,1.7,0
10/11/2016,28.3,18.9,24.08,0,17.22,17.22,46.6,69,2.6,0
11/11/2016,26.2,18.8,22.5,0,19.24,19.24,72.2,76,4.7,0
12/11/2016,24.9,19.8,22.48,0,19.02,19.02,70.4,77,3.8,0
13/11/2016,25.5,18.5,21.9,0,19.2,19.2,76.2,80,4,0
14/11/2016,23.8,18.1,21.52,0,18.82,18.82,76.4,87,4.2,0
15/11/2016,25,17.6,21.52,0,18.4,18.4,73,82,3,0
16/11/2016,23.9,19.1,22.18,0,17.32,17.32,59.2,66,6.7,0
17/11/2016,23.7,20.1,21.86,0,15.64,15.64,48.6,56,3.3,0
18/11/2016,27.4,16.7,21.92,0,15.14,15.14,45.2,57,3.7,0
19/11/2016,26.1,17.4,22.3,0,15.12,15.12,43.8,60,1.5,0
20/11/2016,29.4,19.7,25.56,0,14.84,14.84,25.6,35,2.6,0
21/11/2016,28.5,22,25.38,0,12.6,12.6,13.2,18,3.3,0
22/11/2016,27.2,20.4,23.62,0,11.24,11.24,11.6,14,3.9,0
23/11/2016,24,19.4,21.5,0,9.96,9.96,11.4,12,3.9,0
24/11/2016,22.2,16.2,19.16,0,7.52,7.52,4.8,6,4.8,0
25/11/2016,20.5,13.7,17.22,0,6.38,6.38,4.8,6,4.3,0
26/11/2016,22.5,10.7,17.64,0,7.38,7.38,10.2,17,1.5,0
27/11/2016,24.3,11.3,18.44,0,9.22,9.22,20,29,1.9,0
28/11/2016,26.2,14.5,21.62,0,12.86,12.86,31.2,40,2.2,0
29/11/2016,23.3,18,20.74,0,15.26,15.26,52.8,62,1.2,0
30/11/2016,23.5,17.5,21.4,0,14,14,39.4,60,3,0
01/12/2016,21.6,15,17.32,0,13.46,13.46,62.6,75,6.6,0
02/12/2016,18.6,12.1,16.38,0,13.76,13.76,74,90,9.3,0
03/12/2016,20,13.1,15.76,0,13.1,13.1,73,87,2.3,0
04/12/2016,22,12.6,17.8,0,12.98,12.98,56.6,79,1.9,4.4
05/12/2016,20.7,11.5,16.78,0,13.12,13.12,64.4,73,2.6,0
06/12/2016,21.5,12.8,17.44,0,13.76,13.76,65.2,83,3.1,0
07/12/2016,21.6,12.8,17.52,0,12.82,12.82,56,70,3,0
08/12/2016,21.7,11.8,16.08,0,12.26,12.26,61.8,78,2.6,0
09/12/2016,17,11.1,14.76,0,9.4,9.4,45,53,3.6,0
10/12/2016,19.3,8.8,14.88,0,10.5,10.5,55.6,70,3.6,0
11/12/2016,20.4,13.5,16.84,0,12.8,12.8,60,67,1.9,0
12/12/2016,20.8,13.9,17.68,0,14.4,14.4,68.2,78,3.9,3.1
13/12/2016,20.4,13.2,17.26,0,13.92,13.92,67.6,81,5.8,30.1
14/12/2016,19.9,11.9,15.56,1,11.9,11.9,62.4,73,13.8,3.3
15/12/2016,17.4,13.6,15.54,0,11.22,11.22,55.8,65,4.5,2.5
16/12/2016,16.7,11.3,13.16,0,11.28,11.28,78.4,88,2.8,0
17/12/2016,18.8,12.2,15.42,0,13.28,13.28,78,91,2.6,0
18/12/2016,18,13.2,14.98,0,12.14,12.14,70.2,82,4.3,0
19/12/2016,18.5,9.8,13.86,0,9.26,9.26,52,81,4,8.2
20/12/2016,15.6,8.5,12.06,0,9.02,9.02,65.8,88,2.1,0
21/12/2016,17.2,9.1,13.88,0,9.92,9.92,58.2,74,2.4,0
22/12/2016,18.5,11.7,15.7,0,10.52,10.52,48,51,3,0
23/12/2016,19,10.2,14.52,0,11.12,11.12,63.8,71,2.3,0
24/12/2016,16.6,11.5,14.3,0,11.16,11.16,66.4,75,2.3,0
25/12/2016,15.7,9.5,12.46,0,10.5,10.5,77.4,85,4.5,34.1
26/12/2016,17.5,10.8,13.88,0,11.44,11.44,74.2,89,3.7,16.5
27/12/2016,15.5,10.1,11.34,0,9.68,9.68,79.4,86,7.1,24.2
28/12/2016,16,9,13,0,10.3,10.3,69.8,84,2.9,0
29/12/2016,17.7,8.7,13.98,0,10.28,10.28,61.4,82,3.1,0
30/12/2016,17.4,11.6,14.48,0,9.34,9.34,47,62,3.1,0
31/12/2016,16.4,9.8,12.62,0,9.54,9.54,64.8,75,4.8,0
01/01/2017,16.9,8.5,13.2,0,10.06,10.06,66.6,83,2.6,0.2
02/01/2017,16.2,10,12.86,0,9.82,9.82,66.4,80,3.7,0
03/01/2017,17.3,10.5,13.72,0,10.84,10.84,68.6,81,2.6,0
04/01/2017,17.1,10.6,13.34,0,11.26,11.26,77.4,89,2.1,0
05/01/2017,18.9,10.5,15.12,0,11.12,11.12,59.8,76,2.8,0
06/01/2017,20.9,9.7,16.22,0,11.12,11.12,50.4,59,2.4,0
07/01/2017,17.8,10.1,14.48,0,9.64,9.64,50.4,67,3.9,0
08/01/2017,16.7,10.6,13.28,0,8.48,8.48,47.6,55,5.5,0
09/01/2017,15.7,12.4,13.32,0,8.44,8.44,46.4,50,7.5,0
10/01/2017,18.4,8.2,13.4,0,8.42,8.42,47,60,3,0
11/01/2017,18.8,8.5,13.9,0,10.14,10.14,60.6,74,3.7,0.1
12/01/2017,18.3,9.4,14.62,0,10.22,10.22,53.8,60,2.6,0
13/01/2017,19.1,10.6,14.84,0,11.78,11.78,68.6,86,3.6,0
14/01/2017,16,12,14.56,0,11.22,11.22,63.8,69,1.8,0
15/01/2017,17,12.4,15.22,0,12.64,12.64,73,86,3,0
16/01/2017,19.3,9.3,15.06,0,11.4,11.4,63.4,82,2.1,0
17/01/2017,20.9,11.7,16.26,0,12.44,12.44,62.4,70,1.5,0
18/01/2017,20,10.9,15.76,0,12.82,12.82,69.2,74,2.5,0
19/01/2017,19.6,13,15.96,0,13.48,13.48,75.4,92,3.2,0
20/01/2017,19.2,10.3,15.04,0,11.76,11.76,67,82,3.3,0
21/01/2017,18.9,11,14.84,0,12,12,70.4,84,2.9,0
22/01/2017,17,9.9,14.2,0,10.18,10.18,58.4,77,3.9,0
23/01/2017,0,8.9,14.325,0,9.4,9.4,49.25,65,1.25,0
24/01/2017,20.8,10.4,16.7,0,10.62,10.62,43.6,64,1.3,0
25/01/2017,20.4,16.5,17.8,0,13.84,13.84,61.8,75,3.5,0
26/01/2017,18.6,12.7,15.8,0,12.86,12.86,70.4,83,3.2,3.8
27/01/2017,16.8,10.5,14.94,1,11.76,11.76,66.6,75,13,0
28/01/2017,13,9.4,11.72,0,9.04,9.04,68.2,78,10.3,0
29/01/2017,15.5,8,11.76,0,7.38,7.38,49.2,58,2.7,0
30/01/2017,16.2,6.2,11.8,0,8.1,8.1,57.8,69,3,0.1
31/01/2017,16.8,10,12.78,0,10.82,10.82,77.8,84,3,7.8
01/02/2017,13.1,9.6,11.48,0,7.84,7.84,56.8,64,5.6,11.4
02/02/2017,15.7,6.7,11.52,0,7.84,7.84,57.6,72,3.1,0
03/02/2017,15.2,6.5,11.82,0,8.22,8.22,58.6,69,4.3,0.8
04/02/2017,17.6,6,12.64,0,8.44,8.44,53.4,62,1.5,2.4
05/02/2017,18.1,7,13.42,0,9.16,9.16,53.6,62,3.4,0
06/02/2017,18.7,10.1,14.82,0,11.9,11.9,69.2,76,3.5,0
07/02/2017,25.3,9.9,18.38,0,11.32,11.32,42.6,76,2.3,0
08/02/2017,21.5,14.4,18.18,0,11.9,11.9,42.2,63,1.8,0
09/02/2017,18.8,12.1,16.12,0,13.64,13.64,75,88,3.2,0
10/02/2017,20.4,12,17.16,0,12.88,12.88,59.2,70,2.4,0
11/02/2017,18.2,10.6,14.44,0,12.36,12.36,78,92,3,0
12/02/2017,17.3,12.2,14.16,0,12.08,12.08,77,86,3,0
13/02/2017,17.1,10.3,14.14,0,11.44,11.44,71,83,2.5,6.6
14/02/2017,15,9.5,12.3,0,10.44,10.44,78,87,4.2,23.7
15/02/2017,14.5,9,11.6,0,9.44,9.44,74,88,2.6,19.4
16/02/2017,13.2,8.3,10.2,0,8.32,8.32,76.6,92,2.6,1.3
17/02/2017,15.3,6.9,11.24,0,7.12,7.12,52.6,75,2.7,0
18/02/2017,16.1,6.8,12.14,0,8.34,8.34,57,75,3.6,0
19/02/2017,20.7,8,15.3,0,9.22,9.22,41.8,67,1.5,0
20/02/2017,17.7,8.2,14.54,0,10.04,10.04,51.6,60,2.5,0
21/02/2017,18.6,9.1,14.28,0,10.7,10.7,62.8,76,3.4,0
22/02/2017,16.5,8.8,13.56,0,9.96,9.96,61,77,2.6,0
23/02/2017,19.5,9.9,14.98,0,12.26,12.26,71.4,79,3.1,0
24/02/2017,17.7,10.5,15.16,0,12.76,12.76,74.8,86,4.2,0
25/02/2017,20.1,10,15.36,0,13.42,13.42,79.2,85,2.7,0
26/02/2017,18.8,9.6,14.9,0,12.44,12.44,72.8,81,2.7,0
27/02/2017,19.8,12,15.96,0,14.4,14.4,84,93,3.1,0
28/02/2017,25.5,15.3,21.26,0,14.16,14.16,44.8,86,2.7,0
01/03/2017,24.3,17.6,19.1,0,14.52,14.52,57.8,64,1.6,6.4
02/03/2017,19.9,13.5,17.48,0,15.48,15.48,80.4,95,4.6,0
03/03/2017,18.7,13.8,16.2,0,13.36,13.36,71.2,82,5.1,0
04/03/2017,19.7,11.8,16.14,0,13.04,13.04,69.2,84,2.8,0
05/03/2017,19.7,11.9,15.98,0,13.1,13.1,70.8,81,4.5,0
06/03/2017,25.5,15.2,19.82,0,14.04,14.04,50.2,79,3.8,0
07/03/2017,21.2,11.9,17.04,0,14.7,14.7,77.4,91,2.4,0
08/03/2017,20.4,11.5,16.16,0,12.9,12.9,67.6,86,3.6,0
09/03/2017,31.2,14.9,24.4,0,13.64,13.64,25,44,3.6,0
10/03/2017,24.4,15.6,18.48,0,16.12,16.12,77.8,88,3.6,0
11/03/2017,20.7,14.9,18.04,0,13.74,13.74,59.6,72,3.8,0
12/03/2017,26,15.7,20.08,0,13.56,13.56,45.4,66,4,0
13/03/2017,19.6,15.2,17.54,0,14.44,14.44,69.6,74,5.1,0
